trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
CHW_842_V6_M,15:40:00,15:40:00,90809,12,0,0
CHW_842_V6_M,15:43:00,15:43:00,90810,14,0,0
CHW_842_V6_M,15:54:00,15:54:00,90004,24,0,0
CHW_842_V7_M,15:23:00,15:23:00,90801,1,0,0
CHW_842_V7_M,15:24:00,15:24:00,90802,3,0,0
CHW_842_V7_M,15:25:00,15:25:00,90803,4,0,0
CHW_842_V7_M,15:27:00,15:27:00,90804,6,0,0
CHW_842_V7_M,15:28:00,15:28:00,90805,7,0,0
CHW_842_V7_M,15:29:00,15:29:00,90806,9,0,0
CHW_842_V7_M,15:31:00,15:31:00,90807,10,0,0
CHW_842_V7_M,15:33:00,15:33:00,90808,11,0,0
CHW_842_V7_M,15:35:00,15:35:00,90809,12,0,0
CHW_842_V7_M,15:37:44,15:37:44,90810,14,0,0
CHW_842_V7_M,15:49:00,15:49:00,90004,24,0,0
CHW_846_V5_M,16:33:00,16:33:00,90801,1,0,0
CHW_846_V5_M,16:34:00,16:34:00,90802,3,0,0
CHW_846_V5_M,16:35:00,16:35:00,90803,4,0,0
CHW_846_V5_M,16:37:00,16:37:00,90804,6,0,0
CHW_846_V5_M,16:38:00,16:38:00,90805,7,0,0
CHW_846_V5_M,16:39:00,16:39:00,90806,9,0,0
CHW_846_V5_M,16:41:00,16:41:00,90807,10,0,0
CHW_846_V5_M,16:43:00,16:43:00,90808,11,0,0
CHW_846_V5_M,16:45:00,16:45:00,90809,12,0,0
CHW_846_V5_M,16:48:00,16:48:00,90810,14,0,0
CHW_846_V5_M,17:03:00,17:03:00,90004,24,0,0
CHW_846_V6_M,16:28:00,16:28:00,90801,1,0,0
CHW_846_V6_M,16:29:00,16:29:00,90802,3,0,0
CHW_846_V6_M,16:30:00,16:30:00,90803,4,0,0
CHW_846_V6_M,16:32:00,16:32:00,90804,6,0,0
CHW_846_V6_M,16:33:00,16:33:00,90805,7,0,0
CHW_846_V6_M,16:34:00,16:34:00,90806,9,0,0
CHW_846_V6_M,16:36:00,16:36:00,90807,10,0,0
CHW_846_V6_M,16:38:00,16:38:00,90808,11,0,0
CHW_846_V6_M,16:40:00,16:40:00,90809,12,0,0
CHW_846_V6_M,16:43:00,16:43:00,90810,14,0,0
CHW_846_V6_M,16:54:00,16:54:00,90004,24,0,0
CHW_848_V7_M,16:45:00,16:45:00,90801,1,0,0
CHW_848_V7_M,16:46:00,16:46:00,90802,3,0,0
CHW_848_V7_M,16:47:00,16:47:00,90803,4,0,0
CHW_848_V7_M,16:49:00,16:49:00,90804,6,0,0
CHW_848_V7_M,16:50:00,16:50:00,90805,7,0,0
CHW_848_V7_M,16:51:00,16:51:00,90806,9,0,0
CHW_848_V7_M,16:53:00,16:53:00,90807,10,0,0
CHW_848_V7_M,16:55:00,16:55:00,90808,11,0,0
CHW_848_V7_M,16:57:00,16:57:00,90809,12,0,0
CHW_848_V7_M,17:00:00,17:00:00,90810,14,0,0
CHW_848_V7_M,17:11:00,17:11:00,90004,24,0,0
CHW_850_V5_M,17:22:00,17:22:00,90801,1,0,0
CHW_850_V5_M,17:23:00,17:23:00,90802,3,0,0
CHW_850_V5_M,17:24:00,17:24:00,90803,4,0,0
CHW_850_V5_M,17:26:00,17:26:00,90804,6,0,0
CHW_850_V5_M,17:27:00,17:27:00,90805,7,0,0
CHW_850_V5_M,17:28:00,17:28:00,90806,9,0,0
CHW_850_V5_M,17:30:00,17:30:00,90807,10,0,0
CHW_850_V5_M,17:32:00,17:32:00,90808,11,0,0
CHW_850_V5_M,17:34:00,17:34:00,90809,12,0,0
CHW_850_V5_M,17:37:00,17:37:00,90810,14,0,0
CHW_850_V5_M,17:50:46,17:50:46,90004,24,0,0
CHW_850_V6_M,17:28:00,17:28:00,90801,1,0,0
CHW_850_V6_M,17:29:00,17:29:00,90802,3,0,0
CHW_850_V6_M,17:30:00,17:30:00,90803,4,0,0
CHW_850_V6_M,17:32:00,17:32:00,90804,6,0,0
CHW_850_V6_M,17:33:00,17:33:00,90805,7,0,0
CHW_850_V6_M,17:34:00,17:34:00,90806,9,0,0
CHW_850_V6_M,17:36:00,17:36:00,90807,10,0,0
CHW_850_V6_M,17:38:00,17:38:00,90808,11,0,0
CHW_850_V6_M,17:40:00,17:40:00,90809,12,0,0
CHW_850_V6_M,17:43:00,17:43:00,90810,14,0,0
CHW_850_V6_M,17:54:00,17:54:00,90004,24,0,0
CHW_852_V5_M,17:53:00,17:53:00,90801,1,0,0
CHW_852_V5_M,17:54:00,17:54:00,90802,3,0,0
CHW_852_V5_M,17:55:00,17:55:00,90803,4,0,0
CHW_852_V5_M,17:57:00,17:57:00,90804,6,0,0
CHW_852_V5_M,17:58:00,17:58:00,90805,7,0,0
CHW_852_V5_M,17:59:00,17:59:00,90806,9,0,0
CHW_852_V5_M,18:01:00,18:01:00,90807,10,0,0
CHW_852_V5_M,18:03:00,18:03:00,90808,11,0,0
CHW_852_V5_M,18:05:00,18:05:00,90809,12,0,0
CHW_852_V5_M,18:08:00,18:08:00,90810,14,0,0
CHW_852_V5_M,18:20:00,18:20:00,90004,24,0,0
CHW_854_V6_M,18:28:00,18:28:00,90801,1,0,0
CHW_854_V6_M,18:29:00,18:29:00,90802,3,0,0
CHW_854_V6_M,18:30:00,18:30:00,90803,4,0,0
CHW_854_V6_M,18:32:00,18:32:00,90804,6,0,0
CHW_854_V6_M,18:33:00,18:33:00,90805,7,0,0
CHW_854_V6_M,18:34:00,18:34:00,90806,9,0,0
CHW_854_V6_M,18:36:00,18:36:00,90807,10,0,0
CHW_854_V6_M,18:38:00,18:38:00,90808,11,0,0
CHW_854_V6_M,18:40:00,18:40:00,90809,12,0,0
CHW_854_V6_M,18:43:00,18:43:00,90810,14,0,0
CHW_854_V6_M,18:54:00,18:54:00,90004,24,0,0
CHW_854_V7_M,18:23:00,18:23:00,90801,1,0,0
CHW_854_V7_M,18:24:00,18:24:00,90802,3,0,0
CHW_854_V7_M,18:25:00,18:25:00,90803,4,0,0
CHW_854_V7_M,18:27:00,18:27:00,90804,6,0,0
CHW_854_V7_M,18:28:00,18:28:00,90805,7,0,0
CHW_854_V7_M,18:29:00,18:29:00,90806,9,0,0
CHW_854_V7_M,18:31:00,18:31:00,90807,10,0,0
CHW_854_V7_M,18:33:00,18:33:00,90808,11,0,0
CHW_854_V7_M,18:35:00,18:35:00,90809,12,0,0
CHW_854_V7_M,18:38:00,18:38:00,90810,14,0,0
CHW_854_V7_M,18:49:00,18:49:00,90004,24,0,0
CHW_858_V6_M,19:28:00,19:28:00,90801,1,0,0
CHW_858_V6_M,19:29:00,19:29:00,90802,3,0,0
CHW_858_V6_M,19:30:00,19:30:00,90803,4,0,0
CHW_858_V6_M,19:32:00,19:32:00,90804,6,0,0
CHW_858_V6_M,19:33:00,19:33:00,90805,7,0,0
CHW_858_V6_M,19:34:00,19:34:00,90806,9,0,0
CHW_858_V6_M,19:36:00,19:36:00,90807,10,0,0
CHW_858_V6_M,19:38:00,19:38:00,90808,11,0,0
CHW_858_V6_M,19:40:00,19:40:00,90809,12,0,0
CHW_858_V6_M,19:43:00,19:43:00,90810,14,0,0
CHW_858_V6_M,19:54:00,19:54:00,90004,24,0,0
CHW_860_V5_M,19:50:00,19:50:00,90801,1,0,0
CHW_860_V5_M,19:51:00,19:51:00,90802,3,0,0
CHW_860_V5_M,19:52:00,19:52:00,90803,4,0,0
CHW_860_V5_M,19:55:00,19:55:00,90804,6,0,0
CHW_860_V5_M,19:56:00,19:56:00,90805,7,0,0
CHW_860_V5_M,19:57:00,19:57:00,90806,9,0,0
CHW_860_V5_M,19:58:00,19:58:00,90807,10,0,0
CHW_860_V5_M,19:59:45,19:59:45,90808,11,0,0
CHW_860_V5_M,20:01:30,20:01:30,90809,12,0,0
CHW_860_V5_M,20:17:00,20:17:00,90004,24,0,0
CHW_860_V7_M,19:45:00,19:45:00,90801,1,0,0
CHW_860_V7_M,19:46:00,19:46:00,90802,3,0,0
CHW_860_V7_M,19:47:00,19:47:00,90803,4,0,0
CHW_860_V7_M,19:49:00,19:49:00,90804,6,0,0
CHW_860_V7_M,19:50:00,19:50:00,90805,7,0,0
CHW_860_V7_M,19:51:00,19:51:00,90806,9,0,0
CHW_860_V7_M,19:53:00,19:53:00,90807,10,0,0
CHW_860_V7_M,19:55:00,19:55:00,90808,11,0,0
CHW_860_V7_M,19:57:00,19:57:00,90809,12,0,0
CHW_860_V7_M,20:00:00,20:00:00,90810,14,0,0
CHW_860_V7_M,20:11:00,20:11:00,90004,24,0,0
CHW_862_V6_M,20:28:00,20:28:00,90801,1,0,0
CHW_862_V6_M,20:29:00,20:29:00,90802,3,0,0
CHW_862_V6_M,20:30:00,20:30:00,90803,4,0,0
CHW_862_V6_M,20:32:00,20:32:00,90804,6,0,0
CHW_862_V6_M,20:33:00,20:33:00,90805,7,0,0
CHW_862_V6_M,20:34:00,20:34:00,90806,9,0,0
CHW_862_V6_M,20:36:00,20:36:00,90807,10,0,0
CHW_862_V6_M,20:38:00,20:38:00,90808,11,0,0
CHW_862_V6_M,20:40:00,20:40:00,90809,12,0,0
CHW_862_V6_M,20:43:00,20:43:00,90810,14,0,0
CHW_862_V6_M,20:54:00,20:54:00,90004,24,0,0
CHW_864_V5_M,20:52:00,20:52:00,90801,1,0,0
CHW_864_V5_M,20:53:00,20:53:00,90802,3,0,0
CHW_864_V5_M,20:54:00,20:54:00,90803,4,0,0
CHW_864_V5_M,20:56:00,20:56:00,90804,6,0,0
CHW_864_V5_M,20:57:00,20:57:00,90805,7,0,0
CHW_864_V5_M,20:58:00,20:58:00,90806,9,0,0
CHW_864_V5_M,21:00:00,21:00:00,90807,10,0,0
CHW_864_V5_M,21:02:00,21:02:00,90808,11,0,0
CHW_864_V5_M,21:04:00,21:04:00,90809,12,0,0
CHW_864_V5_M,21:07:00,21:07:00,90810,14,0,0
CHW_864_V5_M,21:19:00,21:19:00,90004,24,0,0
CHW_866_V5_M,21:53:00,21:53:00,90801,1,0,0
CHW_866_V5_M,21:54:00,21:54:00,90802,3,0,0
CHW_866_V5_M,21:55:00,21:55:00,90803,4,0,0
CHW_866_V5_M,21:57:00,21:57:00,90804,6,0,0
CHW_866_V5_M,21:58:00,21:58:00,90805,7,0,0
CHW_866_V5_M,21:59:00,21:59:00,90806,9,0,0
CHW_866_V5_M,22:01:00,22:01:00,90807,10,0,0
CHW_866_V5_M,22:03:00,22:03:00,90808,11,0,0
CHW_866_V5_M,22:05:00,22:05:00,90809,12,0,0
CHW_866_V5_M,22:20:00,22:20:00,90004,24,0,0
CHW_866_V6_M,21:28:00,21:28:00,90801,1,0,0
CHW_866_V6_M,21:29:00,21:29:00,90802,3,0,0
CHW_866_V6_M,21:30:00,21:30:00,90803,4,0,0
CHW_866_V6_M,21:32:00,21:32:00,90804,6,0,0
CHW_866_V6_M,21:33:00,21:33:00,90805,7,0,0
CHW_866_V6_M,21:34:00,21:34:00,90806,9,0,0
CHW_866_V6_M,21:36:00,21:36:00,90807,10,0,0
CHW_866_V6_M,21:38:00,21:38:00,90808,11,0,0
CHW_866_V6_M,21:40:00,21:40:00,90809,12,0,0
CHW_866_V6_M,21:43:00,21:43:00,90810,14,0,0
CHW_866_V6_M,21:54:00,21:54:00,90004,24,0,0
CHW_866_V7_M,21:23:00,21:23:00,90801,1,0,0
CHW_866_V7_M,21:24:00,21:24:00,90802,3,0,0
CHW_866_V7_M,21:25:00,21:25:00,90803,4,0,0
CHW_866_V7_M,21:27:00,21:27:00,90804,6,0,0
CHW_866_V7_M,21:28:00,21:28:00,90805,7,0,0
CHW_866_V7_M,21:29:00,21:29:00,90806,9,0,0
CHW_866_V7_M,21:31:00,21:31:00,90807,10,0,0
CHW_866_V7_M,21:33:00,21:33:00,90808,11,0,0
CHW_866_V7_M,21:35:00,21:35:00,90809,12,0,0
CHW_866_V7_M,21:38:00,21:38:00,90810,14,0,0
CHW_866_V7_M,21:49:00,21:49:00,90004,24,0,0
CHW_868_V5_M,22:50:00,22:50:00,90801,1,0,0
CHW_868_V5_M,22:51:00,22:51:00,90802,3,0,0
CHW_868_V5_M,22:52:00,22:52:00,90803,4,0,0
CHW_868_V5_M,22:54:00,22:54:00,90804,6,0,0
CHW_868_V5_M,22:55:00,22:55:00,90805,7,0,0
CHW_868_V5_M,22:56:00,22:56:00,90806,9,0,0
CHW_868_V5_M,22:58:00,22:58:00,90807,10,0,0
CHW_868_V5_M,23:00:00,23:00:00,90808,11,0,0
CHW_868_V5_M,23:02:00,23:02:00,90809,12,0,0
CHW_868_V5_M,23:04:25,23:04:25,90810,14,0,0
CHW_868_V5_M,23:15:00,23:15:00,90004,24,0,0
CHW_870_V6_M,22:16:00,22:16:00,90801,1,0,0
CHW_870_V6_M,22:17:00,22:17:00,90802,3,0,0
CHW_870_V6_M,22:18:00,22:18:00,90803,4,0,0
CHW_870_V6_M,22:20:00,22:20:00,90804,6,0,0
CHW_870_V6_M,22:21:00,22:21:00,90805,7,0,0
CHW_870_V6_M,22:22:00,22:22:00,90806,9,0,0
CHW_870_V6_M,22:24:00,22:24:00,90807,10,0,0
CHW_870_V6_M,22:26:00,22:26:00,90808,11,0,0
CHW_870_V6_M,22:28:00,22:28:00,90809,12,0,0
CHW_870_V6_M,22:30:00,22:30:00,90810,14,0,0
CHW_870_V6_M,22:41:00,22:41:00,90004,24,0,0
CHW_8752_V5_M,15:43:00,15:43:00,90801,1,0,0
CHW_8752_V5_M,15:44:00,15:44:00,90802,3,0,0
CHW_8752_V5_M,15:45:00,15:45:00,90803,4,0,0
CHW_8752_V5_M,15:47:00,15:47:00,90804,6,0,0
CHW_8752_V5_M,15:48:00,15:48:00,90805,7,0,0
CHW_8752_V5_M,15:49:00,15:49:00,90806,9,0,0
CHW_8752_V5_M,15:51:00,15:51:00,90807,10,0,0
CHW_8752_V5_M,15:53:00,15:53:00,90808,11,0,0
CHW_8752_V5_M,15:55:00,15:55:00,90809,12,0,0
CHW_8752_V5_M,15:58:00,16:00:00,90810,14,0,0
CHW_8752_V5_M,16:15:00,16:15:00,90004,24,0,0
CHW_8764_V5_M,18:15:00,18:15:00,90801,1,0,0
CHW_8764_V5_M,18:17:00,18:17:00,90802,3,0,0
CHW_8764_V5_M,18:18:00,18:18:00,90803,4,0,0
CHW_8764_V5_M,18:20:00,18:20:00,90804,6,0,0
CHW_8764_V5_M,18:21:00,18:21:00,90805,7,0,0
CHW_8764_V5_M,18:22:00,18:22:00,90806,9,0,0
CHW_8764_V5_M,18:24:00,18:24:00,90807,10,0,0
CHW_8764_V5_M,18:26:00,18:26:00,90808,11,0,0
CHW_8764_V5_M,18:28:00,18:28:00,90809,12,0,0
CHW_8764_V5_M,18:41:00,18:41:00,90004,24,0,0
LAN_501_V5_M,05:15:00,05:15:00,90531,1,0,0
LAN_501_V5_M,05:17:00,05:17:00,90530,3,0,0
LAN_501_V5_M,05:20:00,05:20:00,90529,4,0,0
LAN_501_V5_M,05:22:34,05:22:34,90528,5,0,0
LAN_501_V5_M,05:26:00,05:26:00,90527,7,0,0
LAN_501_V5_M,05:29:00,05:29:00,90526,8,0,0
LAN_501_V5_M,05:32:00,05:32:00,90525,10,0,0
LAN_501_V5_M,05:36:00,05:36:00,90524,12,0,0
LAN_501_V5_M,05:38:00,05:38:00,90523,14,0,0
LAN_501_V5_M,05:41:00,05:41:00,90411,16,0,0
LAN_501_V5_M,05:44:03,05:44:03,90410,19,0,0
LAN_501_V5_M,05:47:00,05:47:00,90408,22,0,0
LAN_501_V5_M,05:51:00,05:51:00,90407,25,0,0
LAN_501_V5_M,05:54:00,05:54:00,90009,28,0,0
LAN_501_V5_M,05:58:00,05:58:00,90008,33,0,0
LAN_501_V5_M,06:00:00,06:00:00,90007,34,0,0
LAN_503_V5_M,05:25:00,05:25:00,90538,1,0,0
LAN_503_V5_M,05:27:00,05:27:00,90537,3,0,0
LAN_503_V5_M,05:30:00,05:30:00,90536,4,0,0
LAN_503_V5_M,05:35:00,05:35:00,90535,6,0,0
LAN_503_V5_M,05:38:00,05:38:00,90534,9,0,0
LAN_503_V5_M,05:41:00,05:41:00,90533,10,0,0
LAN_503_V5_M,05:43:00,05:43:00,90532,11,0,0
LAN_503_V5_M,05:48:00,05:48:00,90531,13,0,0
LAN_503_V5_M,05:51:00,05:51:00,90530,15,0,0
LAN_503_V5_M,05:54:00,05:54:00,90529,16,0,0
LAN_503_V5_M,05:57:00,05:57:00,90528,17,0,0
LAN_503_V5_M,06:00:00,06:00:00,90527,19,0,0
LAN_503_V5_M,06:03:00,06:03:00,90526,20,0,0
LAN_503_V5_M,06:06:00,06:06:00,90525,22,0,0
LAN_503_V5_M,06:10:00,06:10:00,90524,24,0,0
LAN_503_V5_M,06:12:00,06:12:00,90523,26,0,0
LAN_503_V5_M,06:15:00,06:15:00,90411,28,0,0
LAN_503_V5_M,06:18:03,06:18:03,90410,31,0,0
LAN_503_V5_M,06:21:00,06:21:00,90408,34,0,0
LAN_503_V5_M,06:25:00,06:25:00,90407,37,0,0
LAN_503_V5_M,06:28:00,06:28:00,90009,40,0,0
LAN_503_V5_M,06:33:00,06:33:00,90007,46,0,0
LAN_507_V5_M,06:11:00,06:11:00,90538,1,0,0
LAN_507_V5_M,06:14:00,06:14:00,90537,3,0,0
LAN_507_V5_M,06:17:00,06:17:00,90536,4,0,0
LAN_507_V5_M,06:22:00,06:22:00,90535,6,0,0
LAN_507_V5_M,06:25:00,06:25:00,90534,9,0,0
LAN_507_V5_M,06:28:00,06:28:00,90533,10,0,0
LAN_507_V5_M,06:30:00,06:30:00,90532,11,0,0
LAN_507_V5_M,06:35:00,06:35:00,90531,13,0,0
LAN_507_V5_M,06:38:00,06:38:00,90530,15,0,0
LAN_507_V5_M,06:42:00,06:42:00,90529,16,0,0
LAN_507_V5_M,06:44:34,06:44:34,90528,17,0,0
LAN_507_V5_M,06:50:00,06:50:00,90526,20,0,0
LAN_507_V5_M,06:53:00,06:53:00,90525,22,0,0
LAN_507_V5_M,07:14:00,07:14:00,90007,46,0,0
LAN_509_V5_M,06:49:00,06:49:00,90531,1,0,0
LAN_509_V5_M,06:51:00,06:51:00,90530,3,0,0
LAN_509_V5_M,06:54:00,06:54:00,90529,4,0,0
LAN_509_V5_M,06:57:00,06:57:00,90528,5,0,0
LAN_509_V5_M,07:00:00,07:00:00,90527,7,0,0
LAN_509_V5_M,07:03:00,07:03:00,90526,8,0,0
LAN_509_V5_M,07:06:00,07:06:00,90525,10,0,0
LAN_509_V5_M,07:10:00,07:10:00,90524,12,0,0
LAN_509_V5_M,07:12:00,07:12:00,90523,14,0,0
LAN_509_V5_M,07:14:00,07:14:00,90411,16,0,0
LAN_509_V5_M,07:21:00,07:21:00,90407,25,0,0
LAN_509_V5_M,07:31:00,07:31:00,90007,34,0,0
LAN_511_V6_M,06:28:00,06:28:00,90538,1,0,0
LAN_511_V6_M,06:31:00,06:31:00,90537,3,0,0
LAN_511_V6_M,06:33:00,06:33:00,90536,4,0,0
LAN_511_V6_M,06:39:00,06:39:00,90535,6,0,0
LAN_511_V6_M,06:45:00,06:45:00,90533,10,0,0
LAN_511_V6_M,06:47:00,06:47:00,90532,11,0,0
LAN_511_V6_M,06:51:00,06:51:00,90531,13,0,0
LAN_511_V6_M,06:53:00,06:53:00,90530,15,0,0
LAN_511_V6_M,06:56:00,06:56:00,90529,16,0,0
LAN_511_V6_M,06:58:34,06:58:34,90528,17,0,0
LAN_511_V6_M,07:02:00,07:02:00,90527,19,0,0
LAN_511_V6_M,07:05:00,07:05:00,90526,20,0,0
LAN_511_V6_M,07:08:00,07:08:00,90525,22,0,0
LAN_511_V6_M,07:11:00,07:11:00,90524,24,0,0
LAN_511_V6_M,07:12:00,07:12:00,90523,26,0,0
LAN_511_V6_M,07:15:00,07:15:00,90411,28,0,0
LAN_511_V6_M,07:18:00,07:18:00,90410,31,0,0
LAN_511_V6_M,07:24:00,07:24:00,90407,37,0,0
LAN_511_V6_M,07:27:00,07:27:00,90009,40,0,0
LAN_511_V6_M,07:32:00,07:32:00,90008,45,0,0
LAN_511_V6_M,07:34:00,07:34:00,90007,46,0,0
LAN_511_V7_M,06:28:00,06:28:00,90538,1,0,0
LAN_511_V7_M,06:31:00,06:31:00,90537,3,0,0
LAN_511_V7_M,06:33:00,06:33:00,90536,4,0,0
LAN_511_V7_M,06:39:00,06:39:00,90535,6,0,0
LAN_511_V7_M,06:45:00,06:45:00,90533,10,0,0
LAN_511_V7_M,06:47:00,06:47:00,90532,11,0,0
LAN_511_V7_M,06:51:00,06:51:00,90531,13,0,0
LAN_511_V7_M,06:53:00,06:53:00,90530,15,0,0
LAN_511_V7_M,06:56:00,06:56:00,90529,16,0,0
LAN_511_V7_M,06:59:00,06:59:00,90528,17,0,0
LAN_511_V7_M,07:02:00,07:02:00,90527,19,0,0
LAN_511_V7_M,07:05:00,07:05:00,90526,20,0,0
LAN_511_V7_M,07:08:00,07:08:00,90525,22,0,0
LAN_511_V7_M,07:11:00,07:11:00,90524,24,0,0
LAN_511_V7_M,07:12:00,07:12:00,90523,26,0,0
LAN_511_V7_M,07:15:00,07:15:00,90411,28,0,0
LAN_511_V7_M,07:18:00,07:18:00,90410,31,0,0
LAN_511_V7_M,07:24:00,07:24:00,90407,37,0,0
LAN_511_V7_M,07:27:00,07:27:00,90009,40,0,0
LAN_511_V7_M,07:32:00,07:32:00,90008,45,0,0
LAN_511_V7_M,07:34:00,07:34:00,90007,46,0,0
LAN_513_V5_M,07:10:00,07:10:00,90531,1,0,0
LAN_513_V5_M,07:12:00,07:12:00,90530,3,0,0
LAN_513_V5_M,07:15:00,07:15:00,90529,4,0,0
LAN_513_V5_M,07:18:00,07:18:00,90528,5,0,0
LAN_513_V5_M,07:22:00,07:22:00,90527,7,0,0
LAN_513_V5_M,07:25:00,07:25:00,90526,8,0,0
LAN_513_V5_M,07:28:00,07:28:00,90525,10,0,0
LAN_513_V5_M,07:32:00,07:32:00,90524,12,0,0
LAN_513_V5_M,07:34:00,07:34:00,90523,14,0,0
LAN_513_V5_M,07:39:00,07:39:00,90411,16,0,0
LAN_513_V5_M,07:43:00,07:43:00,90410,19,0,0
LAN_513_V5_M,07:47:00,07:47:00,90408,22,0,0
LAN_513_V5_M,07:50:00,07:50:00,90407,25,0,0
LAN_513_V5_M,07:59:00,07:59:00,90008,33,0,0
LAN_513_V5_M,08:01:00,08:01:00,90007,34,0,0
LAN_515_V6_M,07:28:00,07:28:00,90538,1,0,0
LAN_515_V6_M,07:31:00,07:31:00,90537,3,0,0
LAN_515_V6_M,07:33:00,07:33:00,90536,4,0,0
LAN_515_V6_M,07:39:00,07:39:00,90535,6,0,0
LAN_515_V6_M,07:45:00,07:45:00,90533,10,0,0
LAN_515_V6_M,07:47:00,07:47:00,90532,11,0,0
LAN_515_V6_M,07:51:00,07:51:00,90531,13,0,0
LAN_515_V6_M,07:53:00,07:53:00,90530,15,0,0
LAN_515_V6_M,07:56:00,07:56:00,90529,16,0,0
LAN_515_V6_M,07:59:00,07:59:00,90528,17,0,0
LAN_515_V6_M,08:02:00,08:02:00,90527,19,0,0
LAN_515_V6_M,08:05:00,08:05:00,90526,20,0,0
LAN_515_V6_M,08:08:00,08:08:00,90525,22,0,0
LAN_515_V6_M,08:11:00,08:11:00,90524,24,0,0
LAN_515_V6_M,08:12:00,08:12:00,90523,26,0,0
LAN_515_V6_M,08:15:00,08:15:00,90411,28,0,0
LAN_515_V6_M,08:18:00,08:18:00,90410,31,0,0
LAN_515_V6_M,08:24:00,08:24:00,90407,37,0,0
LAN_515_V6_M,08:27:00,08:27:00,90009,40,0,0
LAN_515_V6_M,08:32:00,08:32:00,90008,45,0,0
LAN_515_V6_M,08:34:00,08:34:00,90007,46,0,0
LAN_515_V7_M,07:28:00,07:28:00,90538,1,0,0
LAN_515_V7_M,07:31:00,07:31:00,90537,3,0,0
LAN_515_V7_M,07:33:00,07:33:00,90536,4,0,0
LAN_515_V7_M,07:39:00,07:39:00,90535,6,0,0
LAN_515_V7_M,07:45:00,07:45:00,90533,10,0,0
LAN_515_V7_M,07:47:00,07:47:00,90532,11,0,0
LAN_515_V7_M,07:51:00,07:51:00,90531,13,0,0
LAN_515_V7_M,07:53:00,07:53:00,90530,15,0,0
LAN_515_V7_M,07:56:00,07:56:00,90529,16,0,0
LAN_515_V7_M,07:59:00,07:59:00,90528,17,0,0
LAN_515_V7_M,08:02:00,08:02:00,90527,19,0,0
LAN_515_V7_M,08:05:00,08:05:00,90526,20,0,0
LAN_515_V7_M,08:08:00,08:08:00,90525,22,0,0
LAN_515_V7_M,08:11:00,08:11:00,90524,24,0,0
LAN_515_V7_M,08:12:00,08:12:00,90523,26,0,0
LAN_515_V7_M,08:15:00,08:15:00,90411,28,0,0
LAN_515_V7_M,08:18:03,08:18:03,90410,31,0,0
LAN_515_V7_M,08:24:00,08:24:00,90407,37,0,0
LAN_515_V7_M,08:27:00,08:27:00,90009,40,0,0
LAN_515_V7_M,08:32:00,08:32:00,90008,45,0,0
LAN_515_V7_M,08:34:00,08:34:00,90007,46,0,0
LAN_515_V55_M,07:48:00,07:48:00,90531,1,0,0
LAN_515_V55_M,07:50:00,07:50:00,90530,3,0,0
LAN_515_V55_M,07:53:00,07:53:00,90529,4,0,0
LAN_515_V55_M,07:56:00,07:56:00,90528,5,0,0
LAN_515_V55_M,07:59:00,07:59:00,90527,7,0,0
LAN_515_V55_M,08:02:00,08:02:00,90526,8,0,0
LAN_515_V55_M,08:05:00,08:05:00,90525,10,0,0
LAN_515_V55_M,08:08:00,08:08:00,90524,12,0,0
LAN_515_V55_M,08:11:00,08:11:00,90523,14,0,0
LAN_515_V55_M,08:15:00,08:15:00,90411,16,0,0
LAN_515_V55_M,08:30:00,08:30:00,90007,34,0,0
LAN_519_V5_M,08:42:00,08:42:00,90534,3,0,0
LAN_519_V5_M,08:43:00,08:43:00,90533,4,0,0
LAN_519_V5_M,08:45:00,08:45:00,90532,5,0,0
LAN_519_V5_M,08:45:00,08:52:00,90531,7,0,0
LAN_519_V5_M,08:54:00,08:54:00,90530,9,0,0
LAN_519_V5_M,08:57:00,08:57:00,90529,10,0,0
LAN_519_V5_M,09:00:00,09:00:00,90528,11,0,0
LAN_519_V5_M,09:03:00,09:03:00,90527,13,0,0
LAN_519_V5_M,09:06:00,09:06:00,90526,14,0,0
LAN_519_V5_M,09:09:00,09:09:00,90525,16,0,0
LAN_519_V5_M,09:12:00,09:12:00,90524,18,0,0
LAN_519_V5_M,09:14:00,09:14:00,90523,20,0,0
LAN_519_V5_M,09:17:00,09:17:00,90411,22,0,0
LAN_519_V5_M,09:20:00,09:20:00,90410,25,0,0
LAN_519_V5_M,09:26:00,09:26:00,90407,31,0,0
LAN_519_V5_M,09:29:00,09:29:00,90009,34,0,0
LAN_519_V5_M,09:34:00,09:34:00,90007,40,0,0
LAN_519_V6_M,08:26:00,08:26:00,90538,1,0,0
LAN_519_V6_M,08:29:00,08:29:00,90537,3,0,0
LAN_519_V6_M,08:31:00,08:31:00,90536,4,0,0
LAN_519_V6_M,08:37:00,08:37:00,90535,6,0,0
LAN_519_V6_M,08:43:00,08:43:00,90533,10,0,0
LAN_519_V6_M,08:45:00,08:45:00,90532,11,0,0
LAN_519_V6_M,08:51:00,08:51:00,90531,13,0,0
LAN_519_V6_M,08:53:00,08:53:00,90530,15,0,0
LAN_519_V6_M,08:56:00,08:56:00,90529,16,0,0
LAN_519_V6_M,08:59:00,08:59:00,90528,17,0,0
LAN_519_V6_M,09:02:00,09:02:00,90527,19,0,0
LAN_519_V6_M,09:05:00,09:05:00,90526,20,0,0
LAN_519_V6_M,09:08:00,09:08:00,90525,22,0,0
