trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
LAN_594_V5_M,23:08:00,23:08:00,90537,92,0,0
LAN_594_V5_M,23:12:00,23:12:00,90538,94,0,0
LAN_596_V5_M,22:50:00,22:50:00,90004,40,0,0
LAN_596_V5_M,22:55:00,22:55:00,90005,44,0,0
LAN_596_V5_M,23:00:00,23:00:00,90006,46,0,0
LAN_596_V5_M,23:04:00,23:04:00,90007,49,0,0
LAN_596_V5_M,23:10:00,23:10:00,90009,55,0,0
LAN_596_V5_M,23:14:00,23:14:00,90407,58,0,0
LAN_596_V5_M,23:20:00,23:20:00,90410,64,0,0
LAN_596_V5_M,23:23:00,23:23:00,90411,67,0,0
LAN_596_V5_M,23:25:00,23:25:00,90523,69,0,0
LAN_596_V5_M,23:27:00,23:27:00,90524,71,0,0
LAN_596_V5_M,23:30:00,23:30:00,90525,73,0,0
LAN_596_V5_M,23:33:00,23:33:00,90526,75,0,0
LAN_596_V5_M,23:36:00,23:36:00,90527,76,0,0
LAN_596_V5_M,23:38:44,23:38:44,90528,78,0,0
LAN_596_V5_M,23:43:00,23:43:00,90529,79,0,0
LAN_596_V5_M,23:45:00,23:45:00,90530,80,0,0
LAN_596_V5_M,23:48:00,23:48:00,90531,82,0,0
LAN_598_V51_M,24:15:00,24:15:00,90004,40,0,0
LAN_598_V51_M,24:20:00,24:20:00,90005,44,0,0
LAN_598_V51_M,24:25:00,24:25:00,90006,46,0,0
LAN_598_V51_M,24:29:00,24:29:00,90007,49,0,0
LAN_598_V51_M,24:31:00,24:31:00,90008,50,0,0
LAN_598_V51_M,24:37:00,24:37:00,90009,55,0,0
LAN_598_V51_M,24:41:00,24:41:00,90407,58,0,0
LAN_598_V51_M,24:47:00,24:47:00,90410,64,0,0
LAN_598_V51_M,24:50:00,24:50:00,90411,67,0,0
LAN_598_V51_M,24:52:00,24:52:00,90523,69,0,0
LAN_598_V51_M,24:54:00,24:54:00,90524,71,0,0
LAN_598_V51_M,24:57:00,24:57:00,90525,73,0,0
LAN_598_V51_M,25:00:00,25:00:00,90526,75,0,0
LAN_598_V51_M,25:03:00,25:03:00,90527,76,0,0
LAN_598_V51_M,25:06:00,25:06:00,90528,78,0,0
LAN_598_V51_M,25:10:00,25:10:00,90529,79,0,0
LAN_598_V51_M,25:12:00,25:12:00,90530,80,0,0
LAN_598_V51_M,25:16:00,25:16:00,90531,82,0,0
LAN_598_V51_M,25:21:00,25:21:00,90532,84,0,0
LAN_598_V51_M,25:23:00,25:23:00,90533,85,0,0
LAN_598_V51_M,25:26:00,25:26:00,90534,86,0,0
LAN_598_V51_M,25:29:00,25:29:00,90535,89,0,0
LAN_598_V51_M,25:34:00,25:34:00,90536,91,0,0
LAN_598_V51_M,25:37:00,25:37:00,90537,92,0,0
LAN_598_V51_M,25:39:00,25:39:00,90538,94,0,0
LAN_6512_V4_M,05:25:00,05:25:00,90004,3,0,0
LAN_6512_V4_M,05:30:00,05:30:00,90005,7,0,0
LAN_6512_V4_M,05:35:00,05:35:00,90006,9,0,0
LAN_6512_V4_M,05:39:00,05:39:00,90007,12,0,0
LAN_6512_V4_M,05:41:00,05:41:00,90008,13,0,0
LAN_6512_V4_M,05:46:00,05:46:00,90009,18,0,0
LAN_6512_V4_M,05:50:00,05:50:00,90407,21,0,0
LAN_6512_V4_M,05:56:00,05:56:00,90410,27,0,0
LAN_6512_V4_M,05:59:00,05:59:00,90411,30,0,0
LAN_6512_V4_M,06:01:00,06:01:00,90523,32,0,0
LAN_6512_V4_M,06:03:00,06:03:00,90524,34,0,0
LAN_6512_V4_M,06:07:00,06:07:00,90525,36,0,0
LAN_6512_V4_M,06:10:00,06:10:00,90526,38,0,0
LAN_6512_V4_M,06:13:00,06:13:00,90527,39,0,0
LAN_6512_V4_M,06:16:00,06:16:00,90528,41,0,0
LAN_6512_V4_M,06:19:00,06:19:00,90529,42,0,0
LAN_6512_V4_M,06:21:00,06:21:00,90530,43,0,0
LAN_6512_V4_M,06:25:00,06:25:00,90531,45,0,0
LAN_6517_V5_M,07:54:00,07:54:00,90538,1,0,0
LAN_6517_V5_M,07:58:00,07:58:00,90537,3,0,0
LAN_6517_V5_M,08:00:00,08:00:00,90536,4,0,0
LAN_6517_V5_M,08:04:00,08:04:00,90535,6,0,0
LAN_6517_V5_M,08:10:00,08:10:00,90533,10,0,0
LAN_6517_V5_M,08:18:00,08:18:00,90531,13,0,0
LAN_6517_V5_M,08:21:00,08:21:00,90530,15,0,0
LAN_6517_V5_M,08:24:00,08:24:00,90529,16,0,0
LAN_6517_V5_M,08:27:00,08:27:00,90528,17,0,0
LAN_6517_V5_M,08:30:00,08:30:00,90527,19,0,0
LAN_6517_V5_M,08:33:00,08:33:00,90526,20,0,0
LAN_6517_V5_M,08:36:00,08:36:00,90525,22,0,0
LAN_6517_V5_M,08:40:00,08:40:00,90524,24,0,0
LAN_6517_V5_M,08:42:00,08:42:00,90523,26,0,0
LAN_6517_V5_M,08:45:00,08:45:00,90411,28,0,0
LAN_6517_V5_M,08:48:03,08:48:03,90410,31,0,0
LAN_6517_V5_M,08:51:00,08:51:00,90408,34,0,0
LAN_6517_V5_M,08:55:00,08:55:00,90407,37,0,0
LAN_6517_V5_M,08:59:00,08:59:00,90009,40,0,0
LAN_6517_V5_M,09:02:00,09:02:00,90008,45,0,0
LAN_6517_V5_M,09:04:00,09:04:00,90007,46,0,0
LAN_6517_V5_M,09:10:00,09:10:00,90006,49,0,0
LAN_6517_V5_M,09:15:00,09:15:00,90005,51,0,0
LAN_6517_V5_M,09:19:00,09:19:00,90004,55,0,0
LAN_6566_V5_M,15:13:00,15:13:00,90004,3,0,0
LAN_6566_V5_M,15:18:00,15:18:00,90005,7,0,0
LAN_6566_V5_M,15:23:00,15:23:00,90006,9,0,0
LAN_6566_V5_M,15:27:00,15:27:00,90007,12,0,0
LAN_6566_V5_M,15:34:00,15:34:00,90009,18,0,0
LAN_6566_V5_M,15:38:00,15:38:00,90407,21,0,0
LAN_6566_V5_M,15:44:00,15:44:00,90410,27,0,0
LAN_6566_V5_M,15:47:00,15:47:00,90411,30,0,0
LAN_6566_V5_M,15:49:00,15:49:00,90523,32,0,0
LAN_6566_V5_M,15:51:00,15:51:00,90524,34,0,0
LAN_6566_V5_M,15:54:00,15:54:00,90525,36,0,0
LAN_6566_V5_M,15:57:00,15:57:00,90526,38,0,0
LAN_6566_V5_M,16:00:00,16:00:00,90527,39,0,0
LAN_6566_V5_M,16:03:00,16:03:00,90528,41,0,0
LAN_6566_V5_M,16:07:00,16:07:00,90529,42,0,0
LAN_6566_V5_M,16:09:00,16:09:00,90530,43,0,0
LAN_6566_V5_M,16:19:00,16:19:00,90531,45,0,0
LAN_6566_V5_M,16:24:00,16:24:00,90533,48,0,0
LAN_6566_V5_M,16:31:00,16:31:00,90535,52,0,0
LAN_6566_V5_M,16:35:00,16:35:00,90536,54,0,0
LAN_6566_V5_M,16:37:00,16:37:00,90537,55,0,0
LAN_6566_V5_M,16:41:00,16:41:00,90538,57,0,0
LAN_6572_V5_M,16:39:00,16:39:00,90004,3,0,0
LAN_6572_V5_M,16:44:00,16:44:00,90005,7,0,0
LAN_6572_V5_M,16:49:00,16:49:00,90006,9,0,0
LAN_6572_V5_M,16:53:00,16:53:00,90007,12,0,0
LAN_6572_V5_M,17:14:00,17:14:00,90525,36,0,0
LAN_6572_V5_M,17:18:00,17:18:00,90526,38,0,0
LAN_6572_V5_M,17:22:00,17:22:00,90528,41,0,0
LAN_6572_V5_M,17:25:00,17:25:00,90529,42,0,0
LAN_6572_V5_M,17:27:00,17:27:00,90530,43,0,0
LAN_6572_V5_M,17:33:00,17:33:00,90531,45,0,0
LAN_6572_V5_M,17:36:00,17:36:00,90532,47,0,0
LAN_6572_V5_M,17:40:00,17:40:00,90533,48,0,0
LAN_6572_V5_M,17:46:00,17:46:00,90535,52,0,0
LAN_6572_V5_M,17:50:00,17:50:00,90536,54,0,0
LAN_6572_V5_M,17:52:00,17:52:00,90537,55,0,0
LAN_6572_V5_M,17:57:00,17:57:00,90538,57,0,0
LAN_6576_V5_M,17:06:00,17:06:00,90004,3,0,0
LAN_6576_V5_M,17:11:00,17:11:00,90005,7,0,0
LAN_6576_V5_M,17:16:00,17:16:00,90006,9,0,0
LAN_6576_V5_M,17:21:00,17:21:00,90007,12,0,0
LAN_6576_V5_M,17:52:00,17:52:00,90529,42,0,0
LAN_6576_V5_M,17:55:00,17:55:00,90530,43,0,0
LAN_6576_V5_M,18:01:00,18:01:00,90531,45,0,0
LAN_6576_V5_M,18:05:00,18:05:00,90532,47,0,0
LAN_6576_V5_M,18:09:00,18:09:00,90533,48,0,0
LAN_6576_V5_M,18:11:00,18:11:00,90534,49,0,0
LAN_6576_V5_M,18:15:00,18:15:00,90535,52,0,0
LAN_6576_V5_M,18:20:00,18:20:00,90536,54,0,0
LAN_6576_V5_M,18:22:00,18:22:00,90537,55,0,0
LAN_6576_V5_M,18:28:00,18:28:00,90538,57,0,0
LAN_6595_V5_M,07:02:00,07:02:00,90538,1,0,0
LAN_6595_V5_M,07:06:00,07:06:00,90537,3,0,0
LAN_6595_V5_M,07:09:00,07:09:00,90536,4,0,0
LAN_6595_V5_M,07:14:00,07:14:00,90535,6,0,0
LAN_6595_V5_M,07:18:00,07:18:00,90534,9,0,0
LAN_6595_V5_M,07:21:00,07:21:00,90533,10,0,0
LAN_6595_V5_M,07:23:00,07:23:00,90532,11,0,0
LAN_6595_V5_M,07:30:00,07:30:00,90531,13,0,0
LAN_6595_V5_M,07:33:00,07:33:00,90530,15,0,0
LAN_6595_V5_M,07:37:00,07:37:00,90529,16,0,0
LAN_6595_V5_M,07:40:00,07:40:00,90528,17,0,0
LAN_6595_V5_M,07:46:00,07:46:00,90526,20,0,0
LAN_6595_V5_M,07:49:00,07:49:00,90525,22,0,0
LAN_6595_V5_M,08:11:00,08:11:00,90007,46,0,0
LAN_6595_V5_M,08:17:00,08:17:00,90006,49,0,0
LAN_6595_V5_M,08:22:00,08:22:00,90005,51,0,0
LAN_6595_V5_M,08:26:00,08:26:00,90004,55,0,0
LAN_6598_V55_M,17:42:00,17:42:00,90004,3,0,0
LAN_6598_V55_M,17:47:00,17:47:00,90005,7,0,0
LAN_6598_V55_M,17:52:00,17:52:00,90006,9,0,0
LAN_6598_V55_M,17:56:00,17:56:00,90007,12,0,0
LAN_6598_V55_M,18:17:00,18:17:00,90525,36,0,0
LAN_6598_V55_M,18:21:00,18:21:00,90526,38,0,0
LAN_6598_V55_M,18:23:00,18:23:00,90527,39,0,0
LAN_6598_V55_M,18:25:00,18:25:00,90528,41,0,0
LAN_6598_V55_M,18:29:00,18:29:00,90529,42,0,0
LAN_6598_V55_M,18:31:00,18:31:00,90530,43,0,0
LAN_6598_V55_M,18:36:00,18:36:00,90531,45,0,0
LAN_6598_V55_M,18:39:00,18:39:00,90532,47,0,0
LAN_6598_V55_M,18:43:00,18:43:00,90533,48,0,0
LAN_6598_V55_M,18:44:00,18:44:00,90534,49,0,0
LAN_6598_V55_M,18:49:00,18:49:00,90535,52,0,0
LAN_6598_V55_M,18:53:00,18:53:00,90536,54,0,0
LAN_6598_V55_M,18:55:00,18:55:00,90537,55,0,0
LAN_6598_V55_M,19:01:00,19:01:00,90538,57,0,0
LAN_7534_V44_M,07:57:00,07:57:00,90004,27,0,0
LAN_7534_V44_M,08:02:00,08:02:00,90005,31,0,0
LAN_7534_V44_M,08:07:00,08:07:00,90006,33,0,0
LAN_7534_V44_M,08:11:00,08:11:00,90007,36,0,0
LAN_7534_V44_M,08:18:00,08:18:00,90009,42,0,0
LAN_7534_V44_M,08:21:00,08:21:00,90407,45,0,0
LAN_7534_V44_M,08:24:00,08:24:00,90408,48,0,0
LAN_7534_V44_M,08:28:00,08:28:00,90410,51,0,0
LAN_7534_V44_M,08:31:00,08:31:00,90411,54,0,0
LAN_7534_V44_M,08:33:00,08:33:00,90523,56,0,0
LAN_7534_V44_M,08:35:00,08:35:00,90524,58,0,0
LAN_7534_V44_M,08:38:00,08:38:00,90525,60,0,0
LAN_7534_V44_M,08:41:00,08:41:00,90526,62,0,0
LAN_7534_V44_M,08:44:00,08:44:00,90527,63,0,0
LAN_7534_V44_M,08:47:00,08:47:00,90528,65,0,0
LAN_7534_V44_M,08:51:00,08:51:00,90529,66,0,0
LAN_7534_V44_M,08:54:00,08:54:00,90530,67,0,0
LAN_7534_V44_M,09:00:00,09:00:00,90531,69,0,0
LAN_7534_V44_M,09:04:00,09:04:00,90532,71,0,0
LAN_7534_V44_M,09:06:00,09:06:00,90533,72,0,0
LAN_7534_V44_M,09:08:00,09:08:00,90534,73,0,0
LAN_7534_V44_M,09:18:00,09:18:00,90535,76,0,0
LAN_7534_V44_M,09:22:00,09:22:00,90536,78,0,0
LAN_7534_V44_M,09:24:00,09:24:00,90537,79,0,0
LAN_7534_V44_M,09:28:00,09:28:00,90538,81,0,0
LAN_3542_V5_M,09:09:00,09:09:00,90004,22,0,0
LAN_3542_V5_M,09:14:00,09:14:00,90005,26,0,0
LAN_3542_V5_M,09:19:00,09:19:00,90006,28,0,0
LAN_3542_V5_M,09:23:00,09:23:00,90007,31,0,0
LAN_3542_V5_M,09:30:00,09:30:00,90009,37,0,0
LAN_3542_V5_M,09:34:00,09:34:00,90407,40,0,0
LAN_3542_V5_M,09:40:00,09:40:00,90410,46,0,0
LAN_3542_V5_M,09:43:00,09:43:00,90411,49,0,0
LAN_3542_V5_M,09:45:00,09:45:00,90523,51,0,0
LAN_3542_V5_M,09:47:00,09:47:00,90524,53,0,0
LAN_3542_V5_M,09:50:00,09:50:00,90525,55,0,0
LAN_3542_V5_M,09:53:00,09:53:00,90526,57,0,0
LAN_3542_V5_M,09:56:00,09:56:00,90527,58,0,0
LAN_3542_V5_M,09:59:00,09:59:00,90528,60,0,0
LAN_3542_V5_M,10:03:00,10:03:00,90529,61,0,0
LAN_3542_V5_M,10:05:00,10:05:00,90530,62,0,0
LAN_3542_V5_M,10:18:00,10:18:00,90531,64,0,0
LAN_3542_V5_M,10:23:00,10:23:00,90533,67,0,0
LAN_3542_V5_M,10:30:00,10:30:00,90535,71,0,0
LAN_3542_V5_M,10:34:00,10:34:00,90536,73,0,0
LAN_3542_V5_M,10:36:00,10:36:00,90537,74,0,0
LAN_3542_V5_M,10:40:00,10:40:00,90538,76,0,0
LAN_6596_V55_M,17:12:00,17:12:00,90004,3,0,0
LAN_6596_V55_M,17:17:00,17:17:00,90005,7,0,0
LAN_6596_V55_M,17:22:00,17:22:00,90006,9,0,0
LAN_6596_V55_M,17:26:00,17:26:00,90007,12,0,0
LAN_6596_V55_M,17:50:00,17:50:00,90525,36,0,0
LAN_6596_V55_M,17:54:00,17:54:00,90526,38,0,0
LAN_6596_V55_M,17:57:00,17:57:00,90527,39,0,0
LAN_6596_V55_M,18:00:00,18:00:00,90528,41,0,0
LAN_6596_V55_M,18:03:00,18:03:00,90529,42,0,0
LAN_6596_V55_M,18:06:00,18:06:00,90530,43,0,0
LAN_6596_V55_M,18:11:00,18:11:00,90531,45,0,0
PAO_1500_V5_M,23:54:00,23:54:00,90501,1,0,0
PAO_1500_V5_M,23:58:00,23:58:00,90502,3,0,0
PAO_1500_V5_M,24:03:00,24:03:00,90503,5,0,0
PAO_1500_V5_M,24:05:00,24:05:00,90504,6,0,0
PAO_1500_V5_M,24:11:00,24:11:00,90505,9,0,0
PAO_1500_V5_M,24:15:00,24:15:00,90506,10,0,0
PAO_1500_V5_M,24:17:00,24:17:00,90507,11,0,0
PAO_1500_V5_M,24:19:00,24:19:00,90508,12,0,0
PAO_1500_V5_M,24:21:00,24:21:00,90509,13,0,0
PAO_1500_V5_M,24:23:00,24:23:00,90510,14,0,0
PAO_1500_V5_M,24:25:00,24:25:00,90511,16,0,0
PAO_1500_V5_M,24:27:00,24:27:00,90512,17,0,0
PAO_1500_V5_M,24:29:00,24:29:00,90513,18,0,0
PAO_1500_V5_M,24:31:00,24:31:00,90514,19,0,0
PAO_1500_V5_M,24:33:00,24:33:00,90515,21,0,0
PAO_1500_V5_M,24:35:00,24:35:00,90516,22,0,0
PAO_1500_V5_M,24:37:00,24:37:00,90517,23,0,0
PAO_1500_V5_M,24:39:00,24:39:00,90518,24,0,0
PAO_1500_V5_M,24:41:00,24:41:00,90519,25,0,0
PAO_1500_V5_M,24:42:00,24:42:00,90520,26,0,0
PAO_1500_V5_M,24:44:00,24:44:00,90521,27,0,0
PAO_1500_V5_M,24:46:00,24:46:00,90522,29,0,0
PAO_1500_V5_M,24:56:00,24:56:00,90004,40,0,0
PAO_1500_V5_M,25:01:00,25:01:00,90005,44,0,0
PAO_1500_V5_M,25:06:00,25:06:00,90006,46,0,0
PAO_1513_V6_M,08:10:00,08:10:00,90006,2,0,0
PAO_1513_V6_M,08:15:00,08:15:00,90005,4,0,0
PAO_1513_V6_M,08:19:00,08:19:00,90004,8,0,0
PAO_1513_V6_M,08:28:00,08:28:00,90522,19,0,0
PAO_1513_V6_M,08:30:00,08:30:00,90521,21,0,0
PAO_1513_V6_M,08:32:00,08:32:00,90520,22,0,0
PAO_1513_V6_M,08:33:00,08:33:00,90519,23,0,0
PAO_1513_V6_M,08:35:00,08:35:00,90518,24,0,0
PAO_1513_V6_M,08:37:00,08:37:00,90517,25,0,0
PAO_1513_V6_M,08:39:00,08:39:00,90516,26,0,0
PAO_1513_V6_M,08:41:00,08:41:00,90515,27,0,0
PAO_1513_V6_M,08:43:00,08:43:00,90514,29,0,0
PAO_1513_V6_M,08:45:00,08:45:00,90513,30,0,0
PAO_1513_V6_M,08:47:00,08:47:00,90512,31,0,0
PAO_1513_V6_M,08:49:00,08:49:00,90511,32,0,0
PAO_1513_V6_M,08:51:00,08:51:00,90510,34,0,0
PAO_1513_V6_M,08:53:00,08:53:00,90509,35,0,0
PAO_1513_V6_M,08:55:00,08:55:00,90508,36,0,0
PAO_1513_V6_M,08:57:00,08:57:00,90507,37,0,0
PAO_1513_V6_M,09:00:00,09:00:00,90506,38,0,0
PAO_1513_V6_M,09:03:00,09:03:00,90505,39,0,0
PAO_1513_V6_M,09:09:00,09:09:00,90504,42,0,0
PAO_1513_V6_M,09:11:00,09:11:00,90503,43,0,0
PAO_1513_V6_M,09:16:00,09:16:00,90502,45,0,0
PAO_1513_V6_M,09:26:00,09:26:00,90501,47,0,0
PAO_1517_V6_M,09:10:00,09:10:00,90006,2,0,0
PAO_1517_V6_M,09:15:00,09:15:00,90005,4,0,0
PAO_1517_V6_M,09:19:00,09:19:00,90004,8,0,0
PAO_1517_V6_M,09:28:00,09:28:00,90522,19,0,0
PAO_1517_V6_M,09:30:00,09:30:00,90521,21,0,0
PAO_1517_V6_M,09:32:00,09:32:00,90520,22,0,0
PAO_1517_V6_M,09:33:00,09:33:00,90519,23,0,0
PAO_1517_V6_M,09:35:00,09:35:00,90518,24,0,0
PAO_1517_V6_M,09:37:00,09:37:00,90517,25,0,0
PAO_1517_V6_M,09:39:00,09:39:00,90516,26,0,0
PAO_1517_V6_M,09:41:00,09:41:00,90515,27,0,0
PAO_1517_V6_M,09:43:00,09:43:00,90514,29,0,0
PAO_1517_V6_M,09:45:00,09:45:00,90513,30,0,0
PAO_1517_V6_M,09:47:00,09:47:00,90512,31,0,0
PAO_1517_V6_M,09:49:00,09:49:00,90511,32,0,0
PAO_1517_V6_M,09:51:00,09:51:00,90510,34,0,0
PAO_1517_V6_M,09:53:00,09:53:00,90509,35,0,0
PAO_1517_V6_M,09:55:00,09:55:00,90508,36,0,0
PAO_1517_V6_M,09:57:00,09:57:00,90507,37,0,0
PAO_1517_V6_M,10:00:00,10:00:00,90506,38,0,0
PAO_1517_V6_M,10:03:00,10:03:00,90505,39,0,0
PAO_1521_V6_M,10:10:00,10:10:00,90006,2,0,0
PAO_1521_V6_M,10:15:00,10:15:00,90005,4,0,0
PAO_1521_V6_M,10:19:00,10:19:00,90004,8,0,0
PAO_1521_V6_M,10:28:00,10:28:00,90522,19,0,0
PAO_1521_V6_M,10:30:00,10:30:00,90521,21,0,0
PAO_1521_V6_M,10:32:00,10:32:00,90520,22,0,0
PAO_1521_V6_M,10:33:00,10:33:00,90519,23,0,0
PAO_1521_V6_M,10:35:00,10:35:00,90518,24,0,0
PAO_1521_V6_M,10:37:00,10:37:00,90517,25,0,0
PAO_1521_V6_M,10:39:00,10:39:00,90516,26,0,0
PAO_1521_V6_M,10:41:00,10:41:00,90515,27,0,0
PAO_1521_V6_M,10:43:00,10:43:00,90514,29,0,0
PAO_1521_V6_M,10:45:00,10:45:00,90513,30,0,0
PAO_1521_V6_M,10:47:00,10:47:00,90512,31,0,0
PAO_1521_V6_M,10:49:00,10:49:00,90511,32,0,0
PAO_1521_V6_M,10:51:00,10:51:00,90510,34,0,0
PAO_1521_V6_M,10:53:00,10:53:00,90509,35,0,0
PAO_1521_V6_M,10:55:00,10:55:00,90508,36,0,0
PAO_1521_V6_M,10:57:00,10:57:00,90507,37,0,0
PAO_1521_V6_M,10:59:00,10:59:00,90506,38,0,0
PAO_1524_V67_M,07:00:00,07:00:00,90505,3,0,0
PAO_1524_V67_M,07:04:00,07:04:00,90506,4,0,0
PAO_1524_V67_M,07:06:00,07:06:00,90507,5,0,0
PAO_1524_V67_M,07:08:00,07:08:00,90508,6,0,0
PAO_1524_V67_M,07:10:00,07:10:00,90509,7,0,0
PAO_1524_V67_M,07:12:00,07:12:00,90510,8,0,0
PAO_1524_V67_M,07:14:00,07:14:00,90511,10,0,0
PAO_1524_V67_M,07:16:00,07:16:00,90512,11,0,0
PAO_1524_V67_M,07:18:00,07:18:00,90513,12,0,0
PAO_1524_V67_M,07:20:00,07:20:00,90514,13,0,0
PAO_1524_V67_M,07:22:00,07:22:00,90515,15,0,0
PAO_1524_V67_M,07:24:00,07:24:00,90516,16,0,0
PAO_1524_V67_M,07:26:00,07:26:00,90517,17,0,0
PAO_1524_V67_M,07:28:00,07:28:00,90518,18,0,0
PAO_1524_V67_M,07:30:00,07:30:00,90519,19,0,0
PAO_1524_V67_M,07:31:00,07:31:00,90520,20,0,0
PAO_1524_V67_M,07:33:00,07:33:00,90521,21,0,0
PAO_1524_V67_M,07:35:00,07:35:00,90522,23,0,0
PAO_1524_V67_M,07:45:00,07:45:00,90004,34,0,0
PAO_1524_V67_M,07:50:00,07:50:00,90005,38,0,0
PAO_1524_V67_M,07:55:00,07:55:00,90006,40,0,0
PAO_1525_V6_M,11:10:00,11:10:00,90006,2,0,0
PAO_1525_V6_M,11:15:00,11:15:00,90005,4,0,0
PAO_1525_V6_M,11:19:00,11:19:00,90004,8,0,0
PAO_1525_V6_M,11:28:00,11:28:00,90522,19,0,0
PAO_1525_V6_M,11:30:00,11:30:00,90521,21,0,0
PAO_1525_V6_M,11:32:00,11:32:00,90520,22,0,0
PAO_1525_V6_M,11:33:00,11:33:00,90519,23,0,0
PAO_1525_V6_M,11:35:00,11:35:00,90518,24,0,0
PAO_1525_V6_M,11:37:00,11:37:00,90517,25,0,0
PAO_1525_V6_M,11:39:00,11:39:00,90516,26,0,0
PAO_1525_V6_M,11:41:00,11:41:00,90515,27,0,0
PAO_1525_V6_M,11:43:00,11:43:00,90514,29,0,0
PAO_1525_V6_M,11:45:00,11:45:00,90513,30,0,0
PAO_1525_V6_M,11:47:00,11:47:00,90512,31,0,0
PAO_1525_V6_M,11:49:00,11:49:00,90511,32,0,0
PAO_1525_V6_M,11:51:00,11:51:00,90510,34,0,0
PAO_1525_V6_M,11:53:00,11:53:00,90509,35,0,0
PAO_1525_V6_M,11:55:00,11:55:00,90508,36,0,0
PAO_1525_V6_M,11:57:00,11:57:00,90507,37,0,0
PAO_1525_V6_M,12:00:00,12:00:00,90506,38,0,0
PAO_1525_V6_M,12:03:00,12:03:00,90505,39,0,0
PAO_1528_V67_M,07:43:00,07:43:00,90501,1,0,0
PAO_1528_V67_M,07:47:00,07:47:00,90502,3,0,0
PAO_1528_V67_M,07:52:00,07:52:00,90503,5,0,0
PAO_1528_V67_M,07:54:00,07:54:00,90504,6,0,0
PAO_1528_V67_M,08:00:00,08:00:00,90505,9,0,0
PAO_1528_V67_M,08:04:00,08:04:00,90506,10,0,0
PAO_1528_V67_M,08:06:00,08:06:00,90507,11,0,0
PAO_1528_V67_M,08:08:00,08:08:00,90508,12,0,0
PAO_1528_V67_M,08:10:00,08:10:00,90509,13,0,0
PAO_1528_V67_M,08:12:00,08:12:00,90510,14,0,0
PAO_1528_V67_M,08:14:00,08:14:00,90511,16,0,0
PAO_1528_V67_M,08:16:00,08:16:00,90512,17,0,0
PAO_1528_V67_M,08:18:00,08:18:00,90513,18,0,0
PAO_1528_V67_M,08:20:00,08:20:00,90514,19,0,0
PAO_1528_V67_M,08:22:00,08:22:00,90515,21,0,0
PAO_1528_V67_M,08:24:00,08:24:00,90516,22,0,0
PAO_1528_V67_M,08:26:00,08:26:00,90517,23,0,0
PAO_1528_V67_M,08:28:00,08:28:00,90518,24,0,0
PAO_1528_V67_M,08:30:00,08:30:00,90519,25,0,0
PAO_1528_V67_M,08:31:00,08:31:00,90520,26,0,0
PAO_1528_V67_M,08:33:00,08:33:00,90521,27,0,0
PAO_1528_V67_M,08:35:00,08:35:00,90522,29,0,0
PAO_1528_V67_M,08:45:00,08:45:00,90004,40,0,0
PAO_1528_V67_M,08:50:00,08:50:00,90005,44,0,0
PAO_1528_V67_M,08:55:00,08:55:00,90006,46,0,0
PAO_1529_V6_M,12:10:00,12:10:00,90006,2,0,0
PAO_1529_V6_M,12:15:00,12:15:00,90005,4,0,0
PAO_1529_V6_M,12:19:00,12:19:00,90004,8,0,0
PAO_1529_V6_M,12:28:00,12:28:00,90522,19,0,0
PAO_1529_V6_M,12:30:00,12:30:00,90521,21,0,0
PAO_1529_V6_M,12:32:00,12:32:00,90520,22,0,0
PAO_1529_V6_M,12:33:00,12:33:00,90519,23,0,0
PAO_1529_V6_M,12:35:00,12:35:00,90518,24,0,0
PAO_1529_V6_M,12:37:00,12:37:00,90517,25,0,0
PAO_1529_V6_M,12:39:00,12:39:00,90516,26,0,0
PAO_1529_V6_M,12:41:00,12:41:00,90515,27,0,0
PAO_1529_V6_M,12:43:00,12:43:00,90514,29,0,0
PAO_1529_V6_M,12:45:00,12:45:00,90513,30,0,0
PAO_1529_V6_M,12:47:00,12:47:00,90512,31,0,0
PAO_1529_V6_M,12:49:00,12:49:00,90511,32,0,0
PAO_1529_V6_M,12:51:00,12:51:00,90510,34,0,0
PAO_1529_V6_M,12:53:00,12:53:00,90509,35,0,0
PAO_1529_V6_M,12:55:00,12:55:00,90508,36,0,0
PAO_1529_V6_M,12:57:00,12:57:00,90507,37,0,0
PAO_1529_V6_M,13:00:00,13:00:00,90506,38,0,0
PAO_1532_V67_M,09:04:00,09:04:00,90506,1,0,0
PAO_1532_V67_M,09:06:00,09:06:00,90507,2,0,0
PAO_1532_V67_M,09:08:00,09:08:00,90508,3,0,0
PAO_1532_V67_M,09:10:00,09:10:00,90509,4,0,0
PAO_1532_V67_M,09:12:00,09:12:00,90510,5,0,0
PAO_1532_V67_M,09:14:00,09:14:00,90511,7,0,0
PAO_1532_V67_M,09:16:00,09:16:00,90512,8,0,0
PAO_1532_V67_M,09:18:00,09:18:00,90513,9,0,0
PAO_1532_V67_M,09:20:00,09:20:00,90514,10,0,0
PAO_1532_V67_M,09:22:00,09:22:00,90515,12,0,0
PAO_1532_V67_M,09:24:00,09:24:00,90516,13,0,0
PAO_1532_V67_M,09:26:00,09:26:00,90517,14,0,0
PAO_1532_V67_M,09:28:00,09:28:00,90518,15,0,0
PAO_1532_V67_M,09:30:00,09:30:00,90519,16,0,0
PAO_1532_V67_M,09:31:00,09:31:00,90520,17,0,0
